DateTime,Device,Till,Safe,TillInOut,Amount,Balance,Difference,Status
10/02/2023 15:44,Discount Test Device,Till 1,Lekki 1,In,42000.00,2058400.00,0,Approved
10/02/2023 15:42,Discount Test Device,Till 1,Lekki 1,In,343500.00,2016400.00,0,Approved
10/02/2023 15:39,Discount Test Device,Till 1,Lekki 1,In,42000.00,1672900.00,0,Approved
10/02/2023 15:39,Discount Test Device,Till 1,Lekki 1,In,135000.00,1630900.00,0,Approved
10/02/2023 15:38,Discount Test Device,Till 1,Lekki 1,In,84000.00,1495900.00,0,Approved
10/02/2023 15:32,Discount Test Device,Till 1,Lekki 1,In,643500.00,1411900.00,0,Approved
10/02/2023 15:24,Discount Test Device,Till 1,Lekki 1,In,247500.00,768400.00,0,Approved
10/02/2023 15:24,Discount Test Device,Till 1,Lekki 1,In,165000.00,520900.00,0,Approved
10/02/2023 15:11,Discount Test Device,Till 1,Lekki 1,In,135000.00,355900.00,0,Approved
08/02/2023 09:11,Discount Test Device,Till 1,Lekki 1,In,1400.00,220900.00,0,Approved
08/02/2023 09:10,Discount Test Device,Till 1,Lekki 1,In,1000.00,219500.00,0,Approved
08/02/2023 08:18,Discount Test Device,Till 1,Lekki 1,In,1600.00,218500.00,0,Approved
08/02/2023 08:10,Discount Test Device,Till 1,Lekki 1,In,100.00,216900.00,0,Approved
31/01/2023 21:53,Discount Test Device,Till 1,Lekki 1,In,3000.00,216800.00,0,Approved
31/01/2023 21:53,Discount Test Device,Till 1,Lekki 1,In,2600.00,213800.00,0,Approved
31/01/2023 21:50,Discount Test Device,Till 1,Lekki 1,In,1500.00,211200.00,0,Approved
31/01/2023 21:50,Discount Test Device,Till 1,Lekki 1,In,3500.00,209700.00,0,Approved
31/01/2023 20:48,Discount Test Device,Till 1,Lekki 1,In,100.00,206200.00,0,Approved
31/01/2023 20:41,Discount Test Device,Till 1,Lekki 1,In,25000.00,206100.00,0,Approved
31/01/2023 20:38,Discount Test Device,Till 1,Lekki 1,In,200.00,181100.00,0,Approved
31/01/2023 20:26,Discount Test Device,Till 1,Lekki 1,In,200.00,180900.00,0,Approved
30/01/2023 13:21,Discount Test Device,Till 1,Lekki 1,In,200.00,180700.00,0,Approved
26/01/2023 15:40,Discount Test Device,Till 1,Lekki 1,In,25000.00,180500.00,0,Approved
26/01/2023 14:50,Discount Test Device,Till 1,Lekki 1,In,200.00,155500.00,0,Approved
26/01/2023 14:32,Discount Test Device,Till 1,Lekki 1,In,400.00,154900.00,0,Approved
26/01/2023 14:32,Discount Test Device,Till 1,Lekki 1,In,400.00,155300.00,0,Approved
26/01/2023 14:23,Discount Test Device,Till 1,Lekki 1,In,200.00,154500.00,0,Approved
26/01/2023 13:22,Discount Test Device,Till 1,Lekki 1,In,200.00,154300.00,0,Approved
26/01/2023 13:16,Discount Test Device,Till 1,Lekki 1,In,400.00,154100.00,0,Approved
26/01/2023 11:03,Discount Test Device,Till 1,Lekki 1,In,400.00,153700.00,0,Approved
26/01/2023 10:48,Discount Test Device,Till 1,Lekki 1,In,200.00,153300.00,0,Approved
26/01/2023 10:26,Discount Test Device,Till 1,Lekki 1,In,200.00,153100.00,0,Approved
25/01/2023 21:35,Discount Test Device,Till 1,Lekki 1,In,100.00,152900.00,0,Approved
25/01/2023 20:36,Discount Test Device,Till 1,Lekki 1,In,350.00,152800.00,0,Approved
25/01/2023 20:34,Discount Test Device,Till 1,Lekki 1,In,6500.00,152450.00,0,Approved
25/01/2023 20:33,Discount Test Device,Till 1,Lekki 1,In,3650.00,145950.00,0,Approved
25/01/2023 20:30,Discount Test Device,Till 1,Lekki 1,In,800.00,142300.00,0,Approved
25/01/2023 16:04,Discount Test Device,Till 1,Lekki 1,In,25000.00,141500.00,0,Approved
25/01/2023 13:59,Discount Test Device,Till 1,Lekki 1,In,850.00,114800.00,0,Approved
25/01/2023 13:59,Discount Test Device,Till 1,Lekki 1,In,850.00,115650.00,0,Approved
25/01/2023 13:59,Discount Test Device,Till 1,Lekki 1,In,850.00,116500.00,0,Approved
25/01/2023 11:57,Discount Test Device,Till 1,Lekki 1,In,150.00,113950.00,0,Approved
24/01/2023 22:14,Discount Test Device,Till 1,Lekki 1,In,800.00,113800.00,0,Approved
24/01/2023 22:12,Discount Test Device,Till 1,Lekki 1,In,200.00,113000.00,0,Approved
24/01/2023 22:12,Discount Test Device,Till 1,Lekki 1,In,25000.00,112800.00,0,Approved
24/01/2023 21:14,Discount Test Device,Till 1,Lekki 1,In,1500.00,86300.00,0,Approved
24/01/2023 21:14,Discount Test Device,Till 1,Lekki 1,In,1500.00,87800.00,0,Approved
24/01/2023 19:42,Discount Test Device,Till 1,Lekki 1,In,200.00,84600.00,0,Approved
24/01/2023 19:42,Discount Test Device,Till 1,Lekki 1,In,200.00,84800.00,0,Approved
24/01/2023 19:34,Discount Test Device,Till 1,Lekki 1,In,400.00,84400.00,0,Approved
24/01/2023 19:32,Discount Test Device,Till 1,Lekki 1,In,200.00,83800.00,0,Approved
24/01/2023 19:32,Discount Test Device,Till 1,Lekki 1,In,200.00,84000.00,0,Approved
24/01/2023 16:05,Discount Test Device,Till 1,Lekki 1,In,200.00,83600.00,0,Approved
24/01/2023 16:04,Discount Test Device,Till 1,Lekki 1,In,200.00,83400.00,0,Approved
24/01/2023 16:04,Discount Test Device,Till 1,Lekki 1,In,1500.00,83200.00,0,Approved
24/01/2023 16:04,Discount Test Device,Till 1,Lekki 1,In,25000.00,81700.00,0,Approved
10/10/2022 17:31,Discount Test Device,Till 1,Lekki 1,In,650.00,56700.00,0,Approved
10/10/2022 17:15,Discount Test Device,Till 1,Lekki 1,In,550.00,56050.00,0,Approved
10/10/2022 06:21,Discount Test Device,Till 1,Lekki 1,In,12000.00,55500.00,0,Approved
10/10/2022 06:13,Discount Test Device,Till 1,Lekki 1,In,22500.00,43500.00,0,Approved
03/05/2022 08:30,,Till 1,Lekki 1,In,1000.00,21000.00,0,Approved
27/04/2022 15:22,,Till 1,Lekki 1,In,1000.00,20000.00,0,Approved
27/04/2022 15:22,,Till 1,Lekki 1,In,10000.00,19000.00,0,Approved
27/04/2022 15:14,,Till 1,Lekki 1,Out,1000.00,9000.00,0,Approved
27/04/2022 15:12,,Till 1,Lekki 1,In,10000.00,10000.00,0,Approved
26/04/2022 12:40,,Till 1,Lekki 1,Out,303000.00,0.00,0,Approved
26/04/2022 12:39,,Till 1,Lekki 1,Out,20000.00,303000.00,0,Discarded
26/04/2022 12:32,,Till 1,Lekki 1,In,1000.00,303000.00,0,Approved
26/04/2022 12:31,,Till 1,Lekki 1,In,2000.00,302000.00,0,Approved
26/04/2022 12:31,,Till 1,Lekki 1,In,200000.00,300000.00,0,Approved
26/04/2022 12:19,,Till 1,Lekki 1,In,100000.00,100000.00,0,Approved
26/04/2022 12:10,,Till 1,Lekki 1,In,11000.00,0.00,0,Approved
26/04/2022 12:09,,Till 1,Lekki 1,In,11000.00,-11000.00,0,Discarded
26/04/2022 11:49,,Till 1,Lekki 1,Out,5699862.00,-11000.00,0,Approved
26/04/2022 11:48,,Till 1,Lekki 1,Out,11000.00,5688862.00,0,Approved
26/04/2022 11:47,,Till 1,Lekki 1,Out,10000.00,5699862.00,0,Denied
26/04/2022 11:38,,Till 1,Lekki 1,In,1000000.00,5699862.00,0,Approved
26/04/2022 11:37,,Till 1,,,2000000.00,4699862.00,0,Approved
26/04/2022 11:04,,Till 1,Lekki 1,In,1000000.00,4699862.00,0,Approved
25/04/2022 14:17,Discount Test Device,Till 1,Lekki 1,In,63850.00,3699862.00,0,Approved
25/04/2022 14:17,Discount Test Device,Till 1,Lekki 1,In,71700.00,3636012.00,0,Approved
25/04/2022 14:17,Discount Test Device,Till 1,Lekki 1,In,1064550.00,3564312.00,0,Approved
25/04/2022 14:17,Discount Test Device,Till 1,Lekki 1,In,211500.00,2499762.00,0,Approved
25/04/2022 14:17,Discount Test Device,Till 1,Lekki 1,In,95375.00,2288262.00,0,Approved
25/04/2022 08:23,Discount Test Device,Till 1,Lekki 1,In,330375.00,2192887.00,0,Approved
22/04/2022 10:06,Discount Test Device,Till 1,Lekki 1,In,183600.00,1862512.00,0,Approved
22/04/2022 10:03,Discount Test Device,Till 1,Lekki 1,In,103700.00,1678912.00,0,Approved
22/04/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,600.00,1575212.00,0,Approved
22/04/2022 10:01,Discount Test Device,Till 1,Lekki 1,In,675.00,1574612.00,0,Approved
12/04/2022 12:25,Discount Test Device,Till 1,Lekki 1,In,13500.00,1573937.00,0,Approved
12/04/2022 12:25,Discount Test Device,Till 1,Lekki 1,In,4500.00,1560437.00,0,Approved
12/04/2022 12:25,Discount Test Device,Till 1,Lekki 1,In,1000.00,1555937.00,0,Approved
12/04/2022 12:23,Discount Test Device,Till 1,Lekki 1,In,7000.00,1554937.00,0,Approved
12/04/2022 12:22,Discount Test Device,Till 1,Lekki 1,In,7000.00,1547937.00,0,Approved
12/04/2022 12:22,Discount Test Device,Till 1,Lekki 1,In,600.00,1540937.00,0,Approved
12/04/2022 11:37,Discount Test Device,Till 1,Lekki 1,In,3500.00,1540337.00,0,Approved
12/04/2022 11:27,Discount Test Device,Till 1,Lekki 1,In,3500.00,1536837.00,0,Approved
12/04/2022 11:27,Discount Test Device,Till 1,Lekki 1,In,4500.00,1533337.00,0,Approved
12/04/2022 11:26,Discount Test Device,Till 1,Lekki 1,In,600.00,1528837.00,0,Approved
12/04/2022 11:26,Discount Test Device,Till 1,Lekki 1,In,400.00,1528237.00,0,Approved
12/04/2022 11:23,Discount Test Device,Till 1,Lekki 1,In,225.00,1527837.00,0,Approved
12/04/2022 11:23,Discount Test Device,Till 1,Lekki 1,In,225.00,1527612.00,0,Approved
12/04/2022 11:23,Discount Test Device,Till 1,Lekki 1,In,3500.00,1527387.00,0,Approved
12/04/2022 11:22,Discount Test Device,Till 1,Lekki 1,In,3500.00,1523887.00,0,Approved
12/04/2022 11:22,Discount Test Device,Till 1,Lekki 1,In,6000.00,1520387.00,0,Approved
12/04/2022 11:20,Discount Test Device,Till 1,Lekki 1,In,3500.00,1514387.00,0,Approved
12/04/2022 11:19,Discount Test Device,Till 1,Lekki 1,In,4500.00,1510887.00,0,Approved
12/04/2022 11:19,Discount Test Device,Till 1,Lekki 1,In,4500.00,1506387.00,0,Approved
12/04/2022 11:19,Discount Test Device,Till 1,Lekki 1,In,4500.00,1501887.00,0,Approved
12/04/2022 11:17,Discount Test Device,Till 1,Lekki 1,In,4500.00,1497387.00,0,Approved
12/04/2022 11:16,Discount Test Device,Till 1,Lekki 1,In,3500.00,1492887.00,0,Approved
12/04/2022 11:16,Discount Test Device,Till 1,Lekki 1,In,4500.00,1489387.00,0,Approved
12/04/2022 11:16,Discount Test Device,Till 1,Lekki 1,In,4500.00,1484887.00,0,Approved
12/04/2022 11:16,Discount Test Device,Till 1,Lekki 1,In,3500.00,1480387.00,0,Approved
12/04/2022 11:15,Discount Test Device,Till 1,Lekki 1,In,225.00,1476887.00,0,Approved
12/04/2022 11:15,Discount Test Device,Till 1,Lekki 1,In,3725.00,1476662.00,0,Approved
12/04/2022 11:15,Discount Test Device,Till 1,Lekki 1,In,225.00,1472937.00,0,Approved
12/04/2022 11:14,Discount Test Device,Till 1,Lekki 1,In,200.00,1472712.00,0,Approved
12/04/2022 11:14,Discount Test Device,Till 1,Lekki 1,In,200.00,1472512.00,0,Approved
12/04/2022 11:13,Discount Test Device,Till 1,Lekki 1,In,225.00,1472312.00,0,Approved
12/04/2022 11:13,Discount Test Device,Till 1,Lekki 1,In,225.00,1472087.00,0,Approved
12/04/2022 11:12,Discount Test Device,Till 1,Lekki 1,In,9000.00,1471862.00,0,Approved
06/04/2022 07:59,Discount Test Device,Till 1,Lekki 1,In,225.00,1462862.00,0,Approved
05/04/2022 20:15,Discount Test Device,Till 1,Lekki 1,In,1800.00,1462637.00,0,Approved
05/04/2022 20:12,Discount Test Device,Till 1,Lekki 1,In,225.00,1460837.00,0,Approved
05/04/2022 09:53,Discount Test Device,Till 1,Lekki 1,In,4000.00,1460612.00,0,Approved
04/04/2022 09:47,Discount Test Device,Till 1,Lekki 1,In,225.00,1456612.00,0,Approved
04/04/2022 08:16,Discount Test Device,Till 1,Lekki 1,In,225.00,1456387.00,0,Approved
04/04/2022 07:53,Discount Test Device,Till 1,Lekki 1,In,2000.00,1455162.00,0,Approved
04/04/2022 07:53,Discount Test Device,Till 1,Lekki 1,In,1000.00,1456162.00,0,Approved
04/04/2022 07:53,Discount Test Device,Till 1,Lekki 1,In,3000.00,1453162.00,0,Approved
04/04/2022 07:52,Discount Test Device,Till 1,Lekki 1,In,2000.00,1450162.00,0,Approved
04/04/2022 07:51,Discount Test Device,Till 1,Lekki 1,In,2400.00,1448162.00,0,Approved
04/04/2022 07:49,Discount Test Device,Till 1,Lekki 1,In,7600.00,1445762.00,0,Approved
04/04/2022 07:47,Discount Test Device,Till 1,Lekki 1,In,2400.00,1438162.00,0,Approved
04/04/2022 07:28,Discount Test Device,Till 1,Lekki 1,In,675.00,1435762.00,0,Approved
04/04/2022 07:24,Discount Test Device,Till 1,Lekki 1,In,450.00,1435087.00,0,Approved
04/04/2022 07:22,Discount Test Device,Till 1,Lekki 1,In,225.00,1434637.00,0,Approved
30/03/2022 09:35,Discount Test Device,Till 1,Lekki 1,In,1300.00,1434412.00,0,Approved
30/03/2022 09:20,Discount Test Device,Till 1,Lekki 1,In,3250.00,1433112.00,0,Approved
29/03/2022 08:14,Discount Test Device,Till 1,Lekki 1,In,875.00,1429862.00,0,Approved
28/03/2022 08:11,Discount Test Device,Till 1,Lekki 1,In,1575.00,1428987.00,0,Approved
28/03/2022 08:04,Discount Test Device,Till 1,Lekki 1,In,450.00,1427412.00,0,Approved
28/03/2022 08:03,Discount Test Device,Till 1,Lekki 1,In,225.00,1426962.00,0,Approved
24/03/2022 10:07,Discount Test Device,Till 1,Lekki 1,In,225.00,1426737.00,0,Approved
24/03/2022 10:02,Discount Test Device,Till 1,Lekki 1,In,4225.00,1426512.00,0,Approved
24/03/2022 09:18,Discount Test Device,Till 1,Lekki 1,In,450.00,1422287.00,0,Approved
24/03/2022 09:11,Discount Test Device,Till 1,Lekki 1,In,2700.00,1421837.00,0,Approved
24/03/2022 09:01,Discount Test Device,Till 1,Lekki 1,In,200.00,1419137.00,0,Approved
24/03/2022 08:57,Discount Test Device,Till 1,Lekki 1,In,725.00,1418937.00,0,Approved
24/03/2022 08:49,Discount Test Device,Till 1,Lekki 1,In,1500.00,1418212.00,0,Approved
24/03/2022 08:43,Discount Test Device,Till 1,Lekki 1,In,300.00,1416712.00,0,Approved
24/03/2022 08:40,Discount Test Device,Till 1,Lekki 1,In,4925.00,1416412.00,0,Approved
24/03/2022 08:31,Discount Test Device,Till 1,Lekki 1,In,500.00,1411487.00,0,Approved
24/03/2022 08:29,Discount Test Device,Till 1,Lekki 1,In,200.00,1410987.00,0,Approved
24/03/2022 08:28,Discount Test Device,Till 1,Lekki 1,In,225.00,1410787.00,0,Approved
24/03/2022 04:39,Discount Test Device,Till 1,Lekki 1,In,3500.00,1410562.00,0,Approved
24/03/2022 04:37,Discount Test Device,Till 1,Lekki 1,In,225.00,1407062.00,0,Approved
24/03/2022 04:36,Discount Test Device,Till 1,Lekki 1,In,100.00,1406712.00,0,Approved
